School_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
ST. PATRICK'S SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,na
ST. PATRICK'S SCHOOL,SECONDARY (S1-S5),TENNIS,PHYSICAL SPORTS,na
ST. PATRICK'S SCHOOL,SECONDARY (S1-S5),TRACK AND FIELD,PHYSICAL SPORTS,na
ST. STEPHEN'S SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,Art & Media Club
ST. STEPHEN'S SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
ST. STEPHEN'S SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
ST. STEPHEN'S SCHOOL,PRIMARY,BRASS BAND,VISUAL AND PERFORMING ARTS,na
ST. STEPHEN'S SCHOOL,PRIMARY,CRICKET,PHYSICAL SPORTS,na
ST. STEPHEN'S SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
ST. STEPHEN'S SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
ST. STEPHEN'S SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
ST. STEPHEN'S SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
ST. STEPHEN'S SCHOOL,PRIMARY,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,na
ST. STEPHEN'S SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,"ROBOTICS, SCIENCE & GREEN"
ST. STEPHEN'S SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,Cub Scouts
ST. STEPHEN'S SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),BOWLING,PHYSICAL SPORTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),BOYS' BRIGADE,UNIFORMED GROUPS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE DANCE,VISUAL AND PERFORMING ARTS,SWISS DANCE
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,SHOW CHOIR
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),COMMUNITY SERVICE,CLUBS AND SOCIETIES,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),DESIGN AND INNOVATION,CLUBS AND SOCIETIES,SCIENCE & TECHNOLOGY CLUB
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,SCIENCE AMBASSADORS
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),FLOORBALL,PHYSICAL SPORTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),GIRL GUIDES,UNIFORMED GROUPS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),ICE SKATING,PHYSICAL SPORTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,PUBLICATIONS & MEDIA CLUB
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),MALAY DANCE,VISUAL AND PERFORMING ARTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),MARCHING BAND,VISUAL AND PERFORMING ARTS,THE SINGAPORE NATIONAL CADET CORPS COMMAND BAND
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (AIR),UNIFORMED GROUPS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CIVIL DEFENCE CADET CORPS,UNIFORMED GROUPS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),SCOUTS,UNIFORMED GROUPS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (WATER POLO),PHYSICAL SPORTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,MAKER EDUCATION LEADERS
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (PREFECT),OTHERS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY (S1-S5),TCHOUKBALL,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,ARCHERY,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,AUDIO VISUAL AID,CLUBS AND SOCIETIES,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,BADMINTON,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,BASKETBALL,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,CHOIR,VISUAL AND PERFORMING ARTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,COMMUNITY SERVICE,CLUBS AND SOCIETIES,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,CONCERT BAND,VISUAL AND PERFORMING ARTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,DESIGN AND INNOVATION,CLUBS AND SOCIETIES,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,DRAGON BOAT,PHYSICAL SPORTS,PADDLERS
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,FLOORBALL,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,FOOTBALL,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,HEALTH AND FITNESS,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,HERITAGE,CLUBS AND SOCIETIES,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,NETBALL,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,OUTDOOR ADVENTURE,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHOTOGRAPHY,CLUBS AND SOCIETIES,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,ROCKWALL CLIMBING,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,SHOOTING,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,SQUASH,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,STRATEGY GAMES,CLUBS AND SOCIETIES,INTERACTIVE GAMES
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,STUDENT LEADERSHIP (COUNCIL),OTHERS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,TABLE TENNIS,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,TAEKWONDO,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VOLLEYBALL,PHYSICAL SPORTS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,WUSHU,PHYSICAL SPORTS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,ANGKLUNG/KULINTANG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,INDIAN DANCE,VISUAL AND PERFORMING ARTS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
TAMPINES PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,ENTREPRENEURSHIP,CLUBS AND SOCIETIES,na
TAMPINES PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,INDIAN DANCE,VISUAL AND PERFORMING ARTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
TAMPINES PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,na
TAMPINES PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),ART AND CRAFTS,CLUBS AND SOCIETIES,ART CLUB
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE DANCE,VISUAL AND PERFORMING ARTS,MODERN CHINESE DANCE
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,CHOIR
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,CONCERT BAND
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),DESIGN AND INNOVATION,CLUBS AND SOCIETIES,MAKER FAIRE CLUB
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),DIGITAL MEDIA,CLUBS AND SOCIETIES,PHOTO MEDIA CLUB
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),GIRL GUIDES,UNIFORMED GROUPS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),MALAY DANCE,VISUAL AND PERFORMING ARTS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE DYNAMICS
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),PHOTOGRAPHY,CLUBS AND SOCIETIES,PHOTO VIDEO CLUB
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (ATHLETICS),PHYSICAL SPORTS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),ST JOHN BRIGADE,UNIFORMED GROUPS,na
TAMPINES SECONDARY SCHOOL,SECONDARY (S1-S5),WUSHU,PHYSICAL SPORTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),ART AND CRAFTS,CLUBS AND SOCIETIES,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),BADMINTON,PHYSICAL SPORTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),BASKETBALL,PHYSICAL SPORTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),BOWLING,PHYSICAL SPORTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),CHOIR,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),COMMUNITY SERVICE,CLUBS AND SOCIETIES,INTERACT CLUB
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,LITERARY & DEBATING SOCIETY
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),FLOORBALL,PHYSICAL SPORTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),GIRL GUIDES,UNIFORMED GROUPS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),MEDIA RESOURCE LIBRARY,CLUBS AND SOCIETIES,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),NETBALL,PHYSICAL SPORTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),RED CROSS YOUTH,UNIFORMED GROUPS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),SAILING,PHYSICAL SPORTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),SOFTBALL,PHYSICAL SPORTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),SP-CCA (ATHLETICS),PHYSICAL SPORTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),STRING ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG GIRLS' SCHOOL,SECONDARY (S1-S4),TENNIS,PHYSICAL SPORTS,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,FOOTBALL
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,MODULAR CCA (C&S),CLUBS AND SOCIETIES,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,na
TANJONG KATONG PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),ART AND CRAFTS,CLUBS AND SOCIETIES,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),AUDIO VISUAL AID,CLUBS AND SOCIETIES,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),BASKETBALL,PHYSICAL SPORTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),CHOIR,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),FLOORBALL,PHYSICAL SPORTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),FOOTBALL,PHYSICAL SPORTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),GIRL GUIDES,UNIFORMED GROUPS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),INTERNATIONAL CHESS,CLUBS AND SOCIETIES,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),MALAY CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),MARCHING BAND,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),NETBALL,PHYSICAL SPORTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),SCOUTS,UNIFORMED GROUPS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),SHOOTING,PHYSICAL SPORTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),SP-CCA (CANOEING),PHYSICAL SPORTS,na
TANJONG KATONG SECONDARY SCHOOL,SECONDARY (S1-S4),TRACK AND FIELD,PHYSICAL SPORTS,na
TAO NAN SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
TAO NAN SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
TAO NAN SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
TAO NAN SCHOOL,PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,na
TAO NAN SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,na
TAO NAN SCHOOL,PRIMARY,CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
TAO NAN SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
TAO NAN SCHOOL,PRIMARY,COMICS AND ILLUSTRATION,VISUAL AND PERFORMING ARTS,na
TAO NAN SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,na
TAO NAN SCHOOL,PRIMARY,GIRLS' BRIGADE,UNIFORMED GROUPS,na
TAO NAN SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TAO NAN SCHOOL,PRIMARY,INTERNATIONAL CHESS,CLUBS AND SOCIETIES,na
TAO NAN SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,na
TAO NAN SCHOOL,PRIMARY,OUTDOOR ADVENTURE,PHYSICAL SPORTS,na
TAO NAN SCHOOL,PRIMARY,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,na
TAO NAN SCHOOL,PRIMARY,SAILING,PHYSICAL SPORTS,na
TAO NAN SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
TAO NAN SCHOOL,PRIMARY,SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
TAO NAN SCHOOL,PRIMARY,SPEECH AND DRAMA,CLUBS AND SOCIETIES,na
TAO NAN SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,na
TAO NAN SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,na
TAO NAN SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,CHINESE INSTRUMENTAL ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,HEALTH AND FITNESS,PHYSICAL SPORTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
TECK GHEE PRIMARY SCHOOL,PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,GREEN CLUB
TECK WHYE PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
